"","Species","Natural_Resident","Introduced","Endemic","Likely"
"240","Desmognathus lycos Pyron and Beamer, 2023","United States of America, United States of America - North Carolina, United States of America - South Carolina, United States of America - Tennessee","","United States of America",""
"241","Desmognathus marmoratus (Moore, 1899)","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"242","Desmognathus mavrokoilius Pyron and Beamer, 2022","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"243","Desmognathus monticola Dunn, 1916","United States of America, United States of America - Georgia, United States of America - Kentucky, United States of America - Maryland, United States of America - North Carolina, United States of America - Pennsylvania, United States of America - South Carolina, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","United States of America - Arkansas","United States of America",""
"244","Desmognathus ochrophaeus Cope, 1859","Canada, United States of America, United States of America - Kentucky, United States of America - Maryland, United States of America - New Jersey, United States of America - New York, United States of America - North Carolina, United States of America - Ohio, United States of America - Pennsylvania, United States of America - Tennessee, United States of America - Vermont, United States of America - Virginia, United States of America - West Virginia","","",""
"245","Desmognathus ocoee Nicholls, 1949","United States of America, United States of America - Alabama, United States of America - Georgia, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"246","Desmognathus orestes Tilley and Mahoney, 1996","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"247","Desmognathus organi Crespi, Browne, and Rissler, 2010","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"248","Desmognathus pascagoula Pyron, O'Connell, Lamb, and Beamer, 2022","United States of America, United States of America - Alabama, United States of America - Mississippi","","United States of America",""
"249","Desmognathus perlapsus Neill, 1950","United States of America, United States of America - Alabama, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina","","United States of America",""
"250","Desmognathus planiceps Newman, 1955","United States of America, United States of America - Virginia","","United States of America","NA"
"251","Desmognathus santeetlah Tilley, 1981","United States of America, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"252","Desmognathus tilleyi Pyron and Beamer, 2023","United States of America, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"253","Desmognathus valentinei Means, Lamb, and Bernardo, 2017","United States of America, United States of America - Louisiana, United States of America - Mississippi","","United States of America",""
"254","Desmognathus valtos Pyron and Beamer, 2022","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina","","United States of America",""
"255","Desmognathus welteri Barbour, 1950","United States of America, United States of America - Kentucky, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"256","Desmognathus wrighti King, 1936","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"257","Ensatina eschscholtzii Gray, 1850","Canada, Mexico, United States of America, United States of America - California, United States of America - Oregon, United States of America - Washington","United States of America - Arizona","",""
"258","Hydromantes wintu Bingham, Papenfuss, Lindstrand, and Wake, 2018","United States of America, United States of America - California","","United States of America, United States of America - California",""
"259","Hydromantes brunus Gorman, 1954","United States of America, United States of America - California","","United States of America, United States of America - California",""
"260","Hydromantes platycephalus (Camp, 1916)","United States of America, United States of America - California","","United States of America, United States of America - California",""
"261","Hydromantes samweli Bingham, Papenfuss, Lindstrand, and Wake, 2018","United States of America, United States of America - California","","United States of America, United States of America - California",""
"262","Hydromantes shastae Gorman and Camp, 1953","United States of America, United States of America - California","","United States of America, United States of America - California",""
"263","Phaeognathus hubrichti Highton, 1961","United States of America, United States of America - Alabama","","United States of America, United States of America - Alabama",""
"264","Plethodon ainsworthi Lazell, 1998","United States of America, United States of America - Mississippi","","United States of America, United States of America - Mississippi",""
"265","Plethodon albagula Grobman, 1944","United States of America, United States of America - Arkansas, United States of America - Missouri, United States of America - Oklahoma, United States of America - Texas","","United States of America",""
"266","Plethodon amplus Highton and Peabody, 2000","United States of America, United States of America - North Carolina","","United States of America, United States of America - North Carolina",""
"267","Plethodon angusticlavius Grobman, 1944","United States of America, United States of America - Arkansas, United States of America - Missouri, United States of America - Oklahoma","","United States of America",""
"268","Plethodon asupak Mead, Clayton, Nauman, Olson, and Pfrender, 2005","United States of America, United States of America - California","","United States of America, United States of America - California",""
"269","Plethodon aureolus Highton, 1984","United States of America, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"270","Plethodon caddoensis Pope and Pope, 1951","United States of America, United States of America - Arkansas","","United States of America, United States of America - Arkansas",""
"271","Plethodon chattahoochee Highton, 1989","United States of America, United States of America - Georgia, United States of America - North Carolina","","United States of America",""
"272","Plethodon cheoah Highton and Peabody, 2000","United States of America, United States of America - North Carolina","","United States of America, United States of America - North Carolina",""
"273","Plethodon chlorobryonis Mittleman, 1951","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina, United States of America - Virginia","","United States of America",""
"274","Plethodon cinereus (Green, 1818)","Canada, United States of America, United States of America - Connecticut, United States of America - Delaware, United States of America - District of Columbia, United States of America - Illinois, United States of America - Indiana, United States of America - Kentucky, United States of America - Maine, United States of America - Maryland, United States of America - Massachusetts, United States of America - Michigan, United States of America - Minnesota, United States of America - New Hampshire, United States of America - New Jersey, United States of America - New York, United States of America - North Carolina, United States of America - Ohio, United States of America - Pennsylvania, United States of America - Rhode Island, United States of America - Tennessee, United States of America - Vermont, United States of America - Virginia, United States of America - West Virginia, United States of America - Wisconsin","","",""
"275","Plethodon cylindraceus (Harlan, 1825)","United States of America, United States of America - North Carolina, United States of America - South Carolina, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"276","Plethodon dixi Pope and Fowler, 1949","United States of America, United States of America - Virginia","","United States of America, United States of America - Virginia",""
"277","Plethodon dorsalis Cope, 1889","United States of America, United States of America - Alabama, United States of America - Illinois, United States of America - Indiana, United States of America - Kentucky, United States of America - Mississippi, United States of America - Tennessee","","United States of America",""
"278","Plethodon dunni Bishop, 1934","United States of America, United States of America - California, United States of America - Oregon, United States of America - Washington","","United States of America",""
"279","Plethodon electromorphus Highton, 1999","United States of America, United States of America - Indiana, United States of America - Kentucky, United States of America - Ohio, United States of America - Pennsylvania, United States of America - West Virginia","","United States of America",""
"280","Plethodon elongatus Van Denburgh, 1916","United States of America, United States of America - California, United States of America - Oregon","","United States of America",""
"281","Plethodon fourchensis Duncan and Highton, 1979","United States of America, United States of America - Arkansas","","United States of America, United States of America - Arkansas",""
"282","Plethodon glutinosus (Green, 1818)","United States of America, United States of America - Alabama, United States of America - Connecticut, United States of America - Florida, United States of America - Georgia, United States of America - Illinois, United States of America - Indiana, United States of America - Kentucky, United States of America - Maryland, United States of America - New Hampshire, United States of America - New Jersey, United States of America - New York, United States of America - Ohio, United States of America - Pennsylvania, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"283","Plethodon grobmani  Allen and Neill, 1949","United States of America, United States of America - Alabama, United States of America - Florida, United States of America - Georgia","","United States of America",""
"284","Plethodon hoffmani Highton, 1972","United States of America, United States of America - Maryland, United States of America - Pennsylvania, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"285","Plethodon hubrichti Thurow, 1957","United States of America, United States of America - Virginia","","United States of America, United States of America - Virginia",""
"286","Plethodon idahoensis Slater and Slipp, 1940","Canada, United States of America, United States of America - Idaho, United States of America - Montana","","",""
"287","Plethodon jacksoni Newman, 1954","United States of America, United States of America - North Carolina, United States of America - Virginia","","United States of America",""
"288","Plethodon jordani Blatchley, 1901","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina, United States of America - Tennessee","","United States of America",""
"289","Plethodon kentucki Mittleman, 1951","United States of America, United States of America - Kentucky, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"290","Plethodon kiamichi Highton, 1989","United States of America, United States of America - Arkansas, United States of America - Oklahoma","","United States of America",""
"291","Plethodon kisatchie Highton, 1989","United States of America, United States of America - Arkansas, United States of America - Louisiana","","United States of America",""
"292","Plethodon larselli Burns, 1954","United States of America, United States of America - Oregon, United States of America - Washington","","United States of America",""
"293","Plethodon meridianus Highton and Peabody, 2000","United States of America, United States of America - North Carolina","","United States of America, United States of America - North Carolina",""
"294","Plethodon metcalfi Brimley, 1912","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina","","United States of America",""
"295","Plethodon mississippi Highton, 1989","United States of America, United States of America - Alabama, United States of America - Kentucky, United States of America - Louisiana, United States of America - Mississippi, United States of America - Tennessee","","United States of America",""
"296","Plethodon montanus Highton and Peabody, 2000","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"297","Plethodon neomexicanus Stebbins and Riemer, 1950","United States of America, United States of America - New Mexico","","United States of America, United States of America - New Mexico",""
"298","Plethodon nettingi Green, 1938","United States of America, United States of America - West Virginia","","United States of America, United States of America - West Virginia",""
"299","Plethodon ocmulgee Highton, 1989","United States of America, United States of America - Georgia","","United States of America, United States of America - Georgia",""
"300","Plethodon ouachitae Dunn and Heinze, 1933","United States of America, United States of America - Arkansas, United States of America - Oklahoma","","United States of America",""
"301","Plethodon pauleyi Felix, Wooten, Pierson, and Camp, 2019","United States of America, United States of America - Kentucky, United States of America - Tennessee, United States of America - West Virginia","","United States of America","NA"
"302","Plethodon petraeus Wynn, Highton, and Jacobs, 1988","United States of America, United States of America - Georgia","","United States of America, United States of America - Georgia",""
"303","Plethodon punctatus Highton, 1972","United States of America, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"304","Plethodon richmondi Netting and Mittleman, 1938","United States of America, United States of America - Kentucky, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"305","Plethodon savannah Highton, 1989","United States of America, United States of America - Georgia","","United States of America, United States of America - Georgia",""
"306","Plethodon sequoyah Highton, 1989","United States of America, United States of America - Oklahoma","","United States of America, United States of America - Oklahoma",""
"307","Plethodon serratus Grobman, 1944","United States of America, United States of America - Alabama, United States of America - Arkansas, United States of America - Georgia, United States of America - Louisiana, United States of America - Missouri, United States of America - North Carolina, United States of America - Oklahoma, United States of America - Tennessee, United States of America - Texas","","United States of America",""
"308","Plethodon shenandoah Highton and Worthington, 1967","United States of America, United States of America - Virginia","","United States of America, United States of America - Virginia",""
"309","Plethodon sherando Highton, 2004","United States of America, United States of America - Virginia","","United States of America, United States of America - Virginia",""
"310","Plethodon shermani Stejneger, 1906","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - Tennessee","","United States of America",""
"311","Plethodon stormi Highton and Brame, 1965","United States of America, United States of America - California, United States of America - Oregon","","United States of America",""
"312","Plethodon teyahalee Hairston, 1950","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina, United States of America - Tennessee","","United States of America",""
"313","Plethodon vandykei Van Denburgh, 1906","United States of America, United States of America - Washington","","United States of America, United States of America - Washington",""
"314","Plethodon variolatus (Gilliams, 1818)","United States of America, United States of America - Georgia, United States of America - South Carolina","","United States of America",""
"315","Plethodon vehiculum (Cooper, 1860)","Canada, United States of America, United States of America - Oregon, United States of America - Washington","","",""
"316","Plethodon ventralis Highton, 1997","United States of America, United States of America - Alabama, United States of America - Georgia, United States of America - Kentucky, United States of America - Mississippi, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"317","Plethodon virginia Highton, 1999","United States of America, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"318","Plethodon websteri Highton, 1979","United States of America, United States of America - Alabama, United States of America - Georgia, United States of America - Louisiana, United States of America - Mississippi, United States of America - South Carolina","","United States of America",""
"319","Plethodon wehrlei Fowler and Dunn, 1917","United States of America, United States of America - New York, United States of America - Ohio, United States of America - Pennsylvania, United States of America - West Virginia","","United States of America","NA"
"320","Plethodon welleri Walker, 1931","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"321","Plethodon yonahlossee Dunn, 1917","United States of America, United States of America - North Carolina, United States of America - Tennessee, United States of America - Virginia","","United States of America",""
"322","Necturus alabamensis Viosca, 1937","United States of America, United States of America - Alabama","","United States of America, United States of America - Alabama",""
"323","Necturus beyeri Viosca, 1937","United States of America, United States of America - Louisiana, United States of America - Texas","","United States of America","NA"
"324","Necturus lewisi Brimley, 1924","United States of America, United States of America - North Carolina","","United States of America, United States of America - North Carolina",""
"325","Necturus louisianensis Viosca, 1938","United States of America, United States of America - Alabama, United States of America - Arkansas, United States of America - Georgia, United States of America - Illinois, United States of America - Indiana, United States of America - Kansas, United States of America - Kentucky, United States of America - Louisiana, United States of America - Maryland, United States of America - Mississippi, United States of America - Missouri, United States of America - New York, United States of America - North Carolina, United States of America - Ohio, United States of America - Oklahoma, United States of America - Pennsylvania, United States of America - Tennessee, United States of America - Texas, United States of America - Virginia, United States of America - West Virginia","","United States of America",""
"326","Necturus maculosus (Rafinesque, 1818)","Canada, United States of America, United States of America - Connecticut, United States of America - Illinois, United States of America - Indiana, United States of America - Iowa, United States of America - Kansas, United States of America - Massachusetts, United States of America - Michigan, United States of America - Minnesota, United States of America - Missouri, United States of America - New York, United States of America - North Dakota, United States of America - Ohio, United States of America - South Dakota, United States of America - Wisconsin","","",""
"327","Necturus moleri Guyer, Murray, Bart, Crother, Chabarria, Bailey, and Dunn, 2020","United States of America, United States of America - Alabama, United States of America - Florida, United States of America - Georgia","","United States of America",""
"328","Necturus mounti Guyer, Murray, Bart, Crother, Chabarria, Bailey, and Dunn, 2020","United States of America, United States of America - Alabama, United States of America - Florida","","United States of America",""
"329","Necturus punctatus (Gibbes, 1850)","United States of America, United States of America - Georgia, United States of America - North Carolina, United States of America - South Carolina, United States of America - Virginia","","United States of America",""
"330","Rhyacotriton cascadae Good and Wake, 1992","United States of America, United States of America - Oregon, United States of America - Washington","","United States of America",""
"331","Rhyacotriton kezeri Good and Wake, 1992","United States of America, United States of America - Oregon, United States of America - Washington","","United States of America",""
"332","Rhyacotriton olympicus (Gaige, 1917)","United States of America, United States of America - Washington","","United States of America, United States of America - Washington",""
"333","Rhyacotriton variegatus Stebbins and Lowe, 1951","United States of America, United States of America - California, United States of America - Oregon","","United States of America",""
"334","Notophthalmus meridionalis (Cope, 1880)","Mexico, United States of America, United States of America - Texas","","",""
"335","Notophthalmus perstriatus (Bishop, 1941)","United States of America, United States of America - Florida, United States of America - Georgia","","United States of America",""
"336","Notophthalmus viridescens (Rafinesque, 1820)","Canada, United States of America, United States of America - Alabama, United States of America - Arkansas, United States of America - Connecticut, United States of America - Delaware, United States of America - District of Columbia, United States of America - Florida, United States of America - Georgia, United States of America - Illinois, United States of America - Indiana, United States of America - Iowa, United States of America - Kansas, United States of America - Kentucky, United States of America - Louisiana, United States of America - Maine, United States of America - Maryland, United States of America - Massachusetts, United States of America - Michigan, United States of America - Minnesota, United States of America - Mississippi, United States of America - Missouri, United States of America - New Hampshire, United States of America - New Jersey, United States of America - New York, United States of America - North Carolina, United States of America - Ohio, United States of America - Oklahoma, United States of America - Pennsylvania, United States of America - Rhode Island, United States of America - South Carolina, United States of America - Tennessee, United States of America - Texas, United States of America - Vermont, United States of America - Virginia, United States of America - West Virginia, United States of America - Wisconsin","","",""
"337","Taricha granulosa (Skilton, 1849)","Canada, United States of America, United States of America - Alaska, United States of America - California, United States of America - Oregon, United States of America - Washington","United States of America - Idaho, United States of America - Montana","",""
"338","Taricha rivularis (Twitty, 1935)","United States of America, United States of America - California","","United States of America, United States of America - California",""
"339","Taricha sierrae (Twitty, 1942)","United States of America, United States of America - California","","United States of America, United States of America - California",""
"340","Taricha torosa (Rathke, 1833)","United States of America, United States of America - California","","United States of America, United States of America - California",""
"341","Pseudobranchus axanthus Netting and Goin, 1942","United States of America, United States of America - Florida","","United States of America, United States of America - Florida",""
"342","Pseudobranchus striatus (LeConte, 1824)","United States of America, United States of America - Florida, United States of America - Georgia, United States of America - South Carolina","","United States of America",""
"343","Siren intermedia Barnes, 1826","United States of America, United States of America - Alabama, United States of America - Florida, United States of America - Georgia, United States of America - Mississippi, United States of America - North Carolina, United States of America - Oklahoma, United States of America - South Carolina","","",""
"344","Siren lacertina Österdam, 1766","United States of America, United States of America - Alabama, United States of America - District of Columbia, United States of America - Florida, United States of America - Georgia, United States of America - Maryland, United States of America - North Carolina, United States of America - South Carolina","","",""
"345","Siren nettingi Goin, 1942","Mexico, United States of America, United States of America - Alabama, United States of America - Arkansas, United States of America - Illinois, United States of America - Indiana, United States of America - Kentucky, United States of America - Louisiana, United States of America - Mississippi, United States of America - Missouri, United States of America - Oklahoma, United States of America - Tennessee, United States of America - Texas","","",""
"346","Siren reticulata Graham, Kline, Steen, and Kelehear, 2018","United States of America, United States of America - Alabama, United States of America - Florida","","United States of America",""
"347","Siren sphagnicola Fedler, Enge, and Moler, 2023","United States of America, United States of America - Alabama, United States of America - Louisiana","","United States of America","NA"
"348","Typhlonectes natans (Fischer, 1880)","Colombia, Venezuela","United States of America, United States of America - Florida","",""
